Date,Name,Type,Quantity,Units,Calories,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
09/20/2018,"Egg, Fried, Large",Lunch,50.0,Grams,98,7.66,6.81,0.45,2.15,0.42,0,228.50,102
09/20/2018,"Green Beans, Cooked",Lunch,50.0,Grams,18,0.14,0.95,3.94,0.3,1.82,1.60,0,0.50
09/20/2018,Chicken Thighs Grilled,Lunch,150.0,Grams,348,21.90,35.4,0,6.57,0,0,199.27,153.28
09/20/2018,"Yam, purple",Lunch,100.0,Grams,169,0,0,28.22,0,0,3.53,0,7.5
09/20/2018,Banana,Snacks,34.0,Grams,32,0.10,0.41,7.89,0.4,7.11,0.38,n/a,0.34
09/20/2018,Snack Tôm 20g,Snacks,1.0,Serving,100,4,1,14,1.50,0,1,0,240
09/19/2018,"Egg, Fried, Large",Breakfast,150.0,Grams,294,22.96,20.43,1.35,6.43,1.25,0,685.50,306
09/19/2018,Boiled Water Spinach,Breakfast,66.0,Grams,10,0.46,1.12,0.26,0.35,0.13,1.52,n/a,31.2
09/19/2018,Chinese Wax Gourd Or Winter Melon,Breakfast,254.0,Grams,30,0.51,1.2,6.60,n/a,n/a,1.78,n/a,4.57
09/19/2018,"Ham, Diced",Breakfast,45.0,Grams,123,7.92,12.7,0,2.91,0,0,42.30,27
09/19/2018,Boiled Water Spinach,Lunch,66.0,Grams,10,0.46,1.12,0.26,0.35,0.13,1.52,n/a,31.2
09/19/2018,"Egg, Fried, Large",Lunch,120.0,Grams,235,18.37,16.34,1.8,5.15,1,0,548.40,244.80
09/19/2018,"Ham, Diced",Lunch,30.0,Grams,82,5.28,8.5,0,1.94,0,0,28.20,18
09/19/2018,Chinese Wax Gourd Or Winter Melon,Lunch,200.0,Grams,24,0.40,0.80,5.20,n/a,n/a,1.40,n/a,3.60
09/19/2018,"Vietnamese Rice Cake, Banh Tet",Snacks,140.0,Grams,445,5.49,24.71,76.86,0,0,8.24,30.20,436.47
09/19/2018,Snack Tôm 20g,Snacks,1.0,Serving,100,4,1,14,1.50,0,1,0,240
09/19/2018,"Rice Cake, Brown, Plain",Snacks,2.0,Each,70,0.50,1.48,14.67,0.10,0.16,0.76,0,58.68
09/19/2018,Chocopie,Snacks,1.0,Serving,140,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
09/18/2018,"Chinese, Dish, Dumpling, Steamed, Shumai",Breakfast,205.0,Grams,230,5.86,15.62,29.29,1.95,0,1.95,50.76,802.43
09/18/2018,"Cabbage, Shredded, Cooked",Breakfast,200.0,Grams,46,0.12,2.54,11.2,0,5.58,3.80,0,16
09/18/2018,Vietnamese coffee (w condensed and evaporated milk),Breakfast,1.0,Serving,140,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
09/18/2018,"Pork, Pulled, w/ BBQ Sauce",Lunch,150.0,Grams,257,10.71,25.71,15,3.75,15,0,53.57,332.14
09/18/2018,"Cabbage, Bok Choy, Cooked",Lunch,250.0,Grams,28,0.74,9.26,2.21,0,2.21,8.82,0,213.24
09/18/2018,"Egg, Large",Lunch,2.0,Each,143,9.51,12.56,0.72,3.13,0.37,0,372,142
09/18/2018,"Rice, White, Cooked",Lunch,100.0,Grams,130,0.21,2.38,28.59,0.6,n/a,0.30,0,0
09/18/2018,"Chinese, Dish, Dumpling, Steamed, Shumai",Dinner,311.0,Grams,350,8.89,23.70,44.43,2.96,0,2.96,77.1,1217.34
09/18/2018,"Rice, White, Cooked",Dinner,152.0,Grams,198,0.32,3.62,43.46,0.9,n/a,0.46,0,0
09/18/2018,"Pork, Pulled, w/ BBQ Sauce",Dinner,52.0,Grams,89,3.71,8.91,5.20,1.30,5.20,0,18.57,115.14
09/17/2018,Chinese Wax Gourd Or Winter Melon,Breakfast,90.0,Grams,11,0.18,0.36,2.34,n/a,n/a,0.63,n/a,1.62
09/17/2018,"Potatoes, Skinless, Cooked",Breakfast,100.0,Grams,86,0.10,1.71,20.1,0.2,0.85,1.80,0,5
09/17/2018,"Egg, Hard Boiled, Whole, Large",Breakfast,133.0,Grams,206,14.11,16.73,1.49,4.35,1.49,0,496.9,164.92
09/17/2018,"Cabbage, Shredded, Cooked",Breakfast,90.0,Grams,21,0.5,1.14,4.96,0,2.51,1.71,0,7.20
09/17/2018,"Pulled Pork, in BBQ Sauce",Breakfast,150.0,Grams,252,6.63,19.82,28.7,2.11,7.53,1.81,52.41,1000
09/17/2018,"Cabbage, Shredded, Cooked",Lunch,90.0,Grams,21,0.5,1.14,4.96,0,2.51,1.71,0,7.20
09/17/2018,"Potatoes, Skinless, Cooked",Lunch,100.0,Grams,86,0.10,1.71,20.1,0.2,0.85,1.80,0,5
09/17/2018,Chinese Wax Gourd Or Winter Melon,Lunch,90.0,Grams,11,0.18,0.36,2.34,n/a,n/a,0.63,n/a,1.62
09/17/2018,"Egg, Hard Boiled, Whole, Large",Lunch,111.0,Grams,172,11.78,13.96,1.24,3.63,1.24,0,414.3,137.64
09/17/2018,"Pulled Pork, in BBQ Sauce",Lunch,150.0,Grams,252,6.63,19.82,28.7,2.11,7.53,1.81,52.41,1000
09/17/2018,Chinese Wax Gourd Or Winter Melon,Dinner,90.0,Grams,11,0.18,0.36,2.34,n/a,n/a,0.63,n/a,1.62
09/17/2018,"Potatoes, Skinless, Cooked",Dinner,100.0,Grams,86,0.10,1.71,20.1,0.2,0.85,1.80,0,5
09/17/2018,"Egg, Hard Boiled, Whole, Large",Dinner,111.0,Grams,172,11.78,13.96,1.24,3.63,1.24,0,414.3,137.64
09/17/2018,"Cabbage, Shredded, Cooked",Dinner,90.0,Grams,21,0.5,1.14,4.96,0,2.51,1.71,0,7.20
09/17/2018,"Pulled Pork, in BBQ Sauce",Dinner,108.0,Grams,181,4.77,14.27,20.21,1.52,5.42,1.30,37.73,720
09/17/2018,"Rice, White, Cooked",Dinner,58.0,Grams,75,0.12,1.38,16.58,0.3,n/a,0.17,0,0
